Order Number,Order Date,Net Amount,Line Number,Part Description,Unit Cost,Order Quantity,Line Cost,Vendor ID,Vendor Name,Location Name
TSF/01944     ,18/04/2023,9900,1,MOBILE SERVICES               (ICT)                         ,"4,950.00",1,4950,22499       ,Telefonica UK Ltd             ,ICT - SERVICE MANAGEMENT                                    
TSF/01944     ,18/04/2023,9900,2,MOBILE SERVICES               (ICT)                         ,"4,950.00",1,4950,22499       ,Telefonica UK Ltd             ,ICT - SERVICE MANAGEMENT                                    
TSF/02040     ,24/04/2023,8037,1,PAGING SERVICES               (ICT)                         ,18.00,100,1800,21138       ,PAGEONE COMMUNICATIONS LIMITED,ICT - SERVICE MANAGEMENT                                    
TSF/02040     ,24/04/2023,8037,2,PAGING SERVICES               (ICT)                         ,56.70,100,5670,21138       ,PAGEONE COMMUNICATIONS LIMITED,ICT - SERVICE MANAGEMENT                                    
TSF/02040     ,24/04/2023,8037,3,PAGING SERVICES               (ICT)                         ,567.00,1,567,21138       ,PAGEONE COMMUNICATIONS LIMITED,ICT - SERVICE MANAGEMENT                                    
TSF/02662     ,09/06/2023,9652.8,1,NETWORK SERVICES              (ICT)                         ,"9,652.80",1,9652.8,1744        ,BRITISH TELECOM               ,ICT - SERVICE MANAGEMENT                                    
TSF/02665     ,09/06/2023,8037,1,PAGING SERVICES               (ICT)                         ,74.70,100,7470,21138       ,PAGEONE COMMUNICATIONS LIMITED,ICT - SERVICE MANAGEMENT                                    
TSF/02665     ,09/06/2023,8037,2,PAGING SERVICES               (ICT)                         ,567.00,1,567,21138       ,PAGEONE COMMUNICATIONS LIMITED,ICT - SERVICE MANAGEMENT                                    
ITS/14895     ,03/04/2023,6475,1,SOFTWARE DEVELOPMENT - BESPOKE(ICT)                         ,925.00,7,6475,8741        ,AZTEC COMPUTING LTD           ,ICT - SYSTEMS SUPPORT & IMPROVEMENT                         
TSF/02273     ,09/05/2023,5824,1,MUTUAL ASSISTANCE                                           ,364.00,16,5824,13474       ,BUCKS & MILTON KEYNES FIRE AUT,ICT - SYSTEMS SUPPORT & IMPROVEMENT                         
TSF/02404     ,17/05/2023,5559.21,1,TECHNOLOGY SOLUTIONS          (ICT)                         ,"5,559.21",1,5559.21,9074        ,SSS Public Safety Ltd         ,ICT - SYSTEMS SUPPORT & IMPROVEMENT                         
ITS/14900     ,24/05/2023,9250,1,SOFTWARE DEVELOPMENT - BESPOKE(ICT)                         ,925.00,10,9250,8741        ,AZTEC COMPUTING LTD           ,ICT - TECHNICAL PROJECTS                                    
TSF/01946     ,18/04/2023,7814,1,HARDWARE SUPPORT              (ICT)                         ,0.06,"60,000",3600,11543       ,SPECIALIST COMPUTER CENTRE    ,ICT - TECHNICAL PROJECTS                                    
TSF/01946     ,18/04/2023,7814,2,HARDWARE SUPPORT              (ICT)                         ,0.35,"6,000",2100,11543       ,SPECIALIST COMPUTER CENTRE    ,ICT - TECHNICAL PROJECTS                                    
TSF/01946     ,18/04/2023,7814,3,HARDWARE SUPPORT              (ICT)                         ,0.05,"26,000",1274,11543       ,SPECIALIST COMPUTER CENTRE    ,ICT - TECHNICAL PROJECTS                                    
TSF/01946     ,18/04/2023,7814,4,HARDWARE SUPPORT              (ICT)                         ,0.03,"28,000",840,11543       ,SPECIALIST COMPUTER CENTRE    ,ICT - TECHNICAL PROJECTS                                    
TSF/02119     ,28/04/2023,7250,1,MOBILE SERVICES               (ICT)                         ,290.00,25,7250,5090        ,VODAFONE LIMITED              ,ICT - TECHNICAL PROJECTS                                    
TSF/02927     ,28/06/2023,9948,1,HARDWARE DESKTOP              (ICT)                         ,99.48,100,9948,11543       ,SPECIALIST COMPUTER CENTRE    ,ICT - TECHNICAL PROJECTS                                    
TSF/02576     ,31/05/2023,9170.88,1,HARDWARE PURCHASE             (ICT)                         ,"8,471.88",1,8471.88,9074        ,SSS Public Safety Ltd         ,ICT - TECHNICAL PROJECTS                                    
TSF/02576     ,31/05/2023,9170.88,2,HARDWARE SUPPORT              (ICT)                         ,699.00,1,699,9074        ,SSS Public Safety Ltd         ,ICT - TECHNICAL PROJECTS                                    
TSF/02655     ,08/06/2023,7422.58,1,MOBILE SERVICES               (ICT)                         ,"7,422.58",1,7422.58,22499       ,Telefonica UK Ltd             ,ICT - TECHNICAL PROJECTS                                    
TSF/02894     ,23/06/2023,6270,1,TECHNOLOGY SOLUTIONS          (ICT)                         ,990.00,4,3960,18395       ,INTUITIVE SYSTEMS AND NETWORKS,ICT - TECHNICAL PROJECTS                                    
TSF/02894     ,23/06/2023,6270,2,TECHNOLOGY SOLUTIONS          (ICT)                         ,"1,485.00",1,1485,18395       ,INTUITIVE SYSTEMS AND NETWORKS,ICT - TECHNICAL PROJECTS                                    
TSF/02894     ,23/06/2023,6270,3,TECHNOLOGY SOLUTIONS          (ICT)                         ,825.00,1,825,18395       ,INTUITIVE SYSTEMS AND NETWORKS,ICT - TECHNICAL PROJECTS                                    
TSF/02776     ,15/06/2023,5580,1,SOFTWARE LICENCES             (ICT)                         ,"5,580.00",1,5580,10026       ,PHOENIX SOFTWARE LTD          ,ICT - SERVER & CLOUD                                        
TSF/02005     ,20/04/2023,10000,1,NETWORK SERVICES              (ICT)                         ,"2,000.00",1,2000,22302       ,BSCL Limited                  ,ICT - NETWORK GROUP                                         
TSF/02005     ,20/04/2023,10000,2,NETWORK SERVICES              (ICT)                         ,"2,000.00",1,2000,22302       ,BSCL Limited                  ,ICT - NETWORK GROUP                                         
TSF/02005     ,20/04/2023,10000,3,NETWORK SERVICES              (ICT)                         ,"2,000.00",1,2000,22302       ,BSCL Limited                  ,ICT - NETWORK GROUP                                         
TSF/02005     ,20/04/2023,10000,4,NETWORK SERVICES              (ICT)                         ,"2,000.00",1,2000,22302       ,BSCL Limited                  ,ICT - NETWORK GROUP                                         
TSF/02005     ,20/04/2023,10000,5,NETWORK SERVICES              (ICT)                         ,"2,000.00",1,2000,22302       ,BSCL Limited                  ,ICT - NETWORK GROUP                                         
TSF/02065     ,25/04/2023,5045.34,1,HARDWARE SUPPORT              (ICT)                         ,"5,045.34",1,5045.34,11543       ,SPECIALIST COMPUTER CENTRE    ,ICT - NETWORK GROUP                                         
TSF/01872     ,12/04/2023,9675,1,SOFTWARE LICENCES             (ICT)                         ,1.00,"9,675",9675,16191       ,CADCORP                       ,ICT - ENTERPRISE APPLICATION DELIVERY                       
TSF/01806     ,05/04/2023,7332.01,1,TECHNOLOGY SOLUTIONS          (ICT)                         ,"7,332.01",1,7332.01,1692        ,IRON MOUNTAIN UK PLC          ,ICT - TECHNICAL SUPPORT                                     
TSF/02399     ,17/05/2023,6320.65,1,TECHNOLOGY SOLUTIONS          (ICT)                         ,"6,320.65",1,6320.65,1692        ,IRON MOUNTAIN UK PLC          ,ICT - TECHNICAL SUPPORT                                     
TSF/02508     ,24/05/2023,6320.65,1,TECHNOLOGY SOLUTIONS          (ICT)                         ,"6,320.65",1,6320.65,1692        ,IRON MOUNTAIN UK PLC          ,ICT - TECHNICAL SUPPORT                                     
TSF/02647     ,08/06/2023,6805.59,1,TECHNOLOGY SOLUTIONS          (ICT)                         ,"6,805.59",1,6805.59,1692        ,IRON MOUNTAIN UK PLC          ,ICT - TECHNICAL SUPPORT                                     
TSF/01900     ,13/04/2023,5000,1,POSTAL/COURIER SERVICES (HQ)  - CITY SPRINT                 ,1.00,"5,000",5000,5435        ,CITYSPRINT (UK) LTD           ,ICT - DOCUMENT MANAGEMENT                                   
TSF/01776     ,03/04/2023,5792,1,"SMOKE ALARM, THERMOTEK WST-630, HEARING IMPAIRED            ",189.80,10,1898,17284       ,FIREANGEL SAFETY TECHNOLOGY LD,(NW) COMMUNITY SAFETY - WEMBLEY                             
TSF/01776     ,03/04/2023,5792,2,STROBE & VIBRATING PAD PACK                                 ,389.40,10,3894,17284       ,FIREANGEL SAFETY TECHNOLOGY LD,(NW) COMMUNITY SAFETY - WEMBLEY                             
TSF/01951     ,18/04/2023,8717.4,1,STROBE & VIBRATING PAD PACK                                 ,389.40,18,7009.2,17284       ,FIREANGEL SAFETY TECHNOLOGY LD,(NW) COMMUNITY SAFETY - WEMBLEY                             
TSF/01951     ,18/04/2023,8717.4,2,"SMOKE ALARM, THERMOTEK WST-630, HEARING IMPAIRED            ",189.80,9,1708.2,17284       ,FIREANGEL SAFETY TECHNOLOGY LD,(NW) COMMUNITY SAFETY - WEMBLEY                             
TSF/01777     ,03/04/2023,5792,1,STROBE & VIBRATING PAD PACK                                 ,389.40,10,3894,17284       ,FIREANGEL SAFETY TECHNOLOGY LD,(NE) CFS TEAM - STRATFORD REAR BUILDING                     
TSF/01777     ,03/04/2023,5792,2,"SMOKE ALARM, THERMOTEK WST-630, HEARING IMPAIRED            ",189.80,10,1898,17284       ,FIREANGEL SAFETY TECHNOLOGY LD,(NE) CFS TEAM - STRATFORD REAR BUILDING                     
TSF/02833     ,16/06/2023,5792,1,"SMOKE ALARM, THERMOTEK WST-630, HEARING IMPAIRED            ",189.80,10,1898,17284       ,FIREANGEL SAFETY TECHNOLOGY LD,(NE) CFS TEAM - STRATFORD REAR BUILDING                     
TSF/02833     ,16/06/2023,5792,2,STROBE & VIBRATING PAD PACK                                 ,389.40,10,3894,17284       ,FIREANGEL SAFETY TECHNOLOGY LD,(NE) CFS TEAM - STRATFORD REAR BUILDING                     
WJX/00003     ,17/05/2023,6702.03,1,BIGGIN HILL NEW APPLIANCE BAY                               ,1.00,"6,702",6702.03,19690       ,S W BRUCE & CO LTD            ,BIGGIN HILL FIRE STATION (E42)                              
WJX/00004     ,26/05/2023,9318.74,1,BIGGIN HILL NEW APPLIANCE BAY                               ,1.00,"9,319",9318.74,19690       ,S W BRUCE & CO LTD            ,BIGGIN HILL FIRE STATION (E42)                              
WHB/00002     ,21/04/2023,6151.6,1,PRIVACY FOR ALL                                             ,1.00,"6,152",6151.6,7395        ,GARRAN LOCKERS LTD            ,BECKENHAM FIRE STATION (E43)                                
TSF/02951     ,29/06/2023,8640,1,"DIESEL, MARINE, FOR USE ON FIRE BOAT - THAMES MARINE SERVICE",1.44,"6,000",8640,21989       ,Thames Marine Services Ltd    ,LAMBETH RIVER STATION (E45) RED WATCH                       
TSF/01860     ,11/04/2023,8468.64,1,"DIESEL, MARINE, FOR USE ON FIRE BOAT - THAMES MARINE SERVICE",1.41,"6,004",8468.64,21989       ,Thames Marine Services Ltd    ,LAMBETH RIVER STATION (E45) WHITE WATCH                     
TSF/02859     ,20/06/2023,7452.68,1,"TIMBER, PRE CUT GUSSET PLATE, 300MM X 300MM X 18MM (PK 160) ",325.50,1,325.5,22357       ,A W Champion Ltd              ,BATTERSEA FIRE STATION (E48) GREEN WATCH                    
TSF/02859     ,20/06/2023,7452.68,2,"TIMBER, SHORING, C16/C24,     100 X 100 X 4.8M (USAR MOD 5) ",41.33,104,4298.32,22357       ,A W Champion Ltd              ,BATTERSEA FIRE STATION (E48) GREEN WATCH                    
TSF/02859     ,20/06/2023,7452.68,3,"TIMBER, SHORING, C16/C24,     100 X 50 X 4.8M (USAR MOD 5)  ",7.63,40,305.2,22357       ,A W Champion Ltd              ,BATTERSEA FIRE STATION (E48) GREEN WATCH                    
TSF/02859     ,20/06/2023,7452.68,4,"TIMBER, SHORING, C16/C24,     150 X 50 X 4.8M (USAR MOD 5)  ",11.47,68,779.96,22357       ,A W Champion Ltd              ,BATTERSEA FIRE STATION (E48) GREEN WATCH                    
TSF/02859     ,20/06/2023,7452.68,5,"TIMBER, SHORING, C16/C24,     200 X 100 X 1.8M (USAR MOD 5) ",34.79,10,347.9,22357       ,A W Champion Ltd              ,BATTERSEA FIRE STATION (E48) GREEN WATCH                    
TSF/02859     ,20/06/2023,7452.68,6,"TIMBER, SHORING, C16/C24, 1.2M X 2.4M X18MM PLY (USAR MOD 5)",49.85,28,1395.8,22357       ,A W Champion Ltd              ,BATTERSEA FIRE STATION (E48) GREEN WATCH                    
TSF/01859     ,11/04/2023,5376,1,"DERV, ULTRA LOW SULPHUR DIESEL, ROAD USE - FOR STATION USE  ",1.28,"4,200",5376,18120       ,CERTAS ENERGY UK LTD          ,BATTERSEA FIRE STATION (E48) WHITE WATCH                    
WFL/00015     ,04/05/2023,7641.89,1,PRIVACY FOR ALL                                             ,1.00,"7,642",7641.89,19094       ,B NOKES CONTRACTS LTD         ,WANDSWORTH FIRE STATION (E49)                               
WHB/00003     ,21/04/2023,7909.2,1,PRIVACY FOR ALL                                             ,1.00,"7,909",7909.2,7395        ,GARRAN LOCKERS LTD            ,KINGSTON FIRE STATION (E55)                                 
WHV/00002     ,26/05/2023,5000,1,CROYDON SUPPLY` AND DELIVERY OF PELLETS FOR BIOMASS BOILER  ,1.00,"5,000",5000,19975       ,LC ENERGY LTD                 ,CROYDON FIRE STATION (E61)                                  
WGE/00005     ,30/06/2023,7867.8,1,HARROW TRAINING CENTRE - STRUCTURAL ENGINEERING SERVICES    ,1.00,"7,868",7867.8,21411       ,CLOSE BROTHERS RAIL LTD       ,HARROW FIRE STATION (G21)                                   
WHM/00002     ,16/05/2023,5443,1,PRIVACY FOR ALL                                             ,1.00,"5,443",5443,22065       ,Heartfelt Roofing and         ,EALING FIRE STATION (G25)                                   
WFL/00010     ,06/04/2023,9999.25,1,PRIVACY FOR ALL                                             ,1.00,"9,999",9999.25,19094       ,B NOKES CONTRACTS LTD         ,NORTH KENSINGTON FIRE STATION (G27)                         
WJM/00003     ,30/06/2023,9782.42,1,PARK ROYAL - (FOREST HILL & PARK ROYAL WINDOWS - WORKS)     ,1.00,"9,782",9782.42,22115       ,Tersus Consultancy Ltd        ,PARK ROYAL FIRE STATION (G29)                               
WFK/00002     ,21/04/2023,6176,1,CHELSEA REC ROOM LIGHTS                                     ,1.00,"6,176",6176,21401       ,AXIS EUROPE PLC               ,CHELSEA FIRE STATION (G34)                                  
WFK/00003     ,21/04/2023,5881,1,CHELSEA REC ROOM CEILING                                    ,1.00,"5,881",5881,21401       ,AXIS EUROPE PLC               ,CHELSEA FIRE STATION (G34)                                  
WGY/00003     ,19/05/2023,6610,1,HESTON FIRE STATION PROVISION OF MOTORISED YARD GATES       ,1.00,"6,610",6610,21129       ,Fulkers Bailey Russell        ,HESTON FIRE STATION (G38)                                   
WHB/00004     ,21/04/2023,6151.6,1,PRIVACY FOR ALL                                             ,1.00,"6,152",6151.6,7395        ,GARRAN LOCKERS LTD            ,RICHMOND FIRE STATION (G42)                                 
QBF/00042     ,18/05/2023,5034.47,1,PPM TASK                                                    ,"5,034.47",1,5034.47,22473       ,ABM Technical Solutions Ltd   ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QBF/00045     ,18/05/2023,5389.89,1,PPM TASK                                                    ,"5,389.89",1,5389.89,22473       ,ABM Technical Solutions Ltd   ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QBF/00046     ,18/05/2023,5192.3,1,PPM TASK                                                    ,"5,192.30",1,5192.3,22473       ,ABM Technical Solutions Ltd   ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QBF/00047     ,18/05/2023,5133.68,1,PPM TASK                                                    ,"5,133.68",1,5133.68,22473       ,ABM Technical Solutions Ltd   ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QBF/00048     ,18/05/2023,6499.25,1,PPM TASK                                                    ,"6,499.25",1,6499.25,22473       ,ABM Technical Solutions Ltd   ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QBF/00049     ,18/05/2023,5921.86,1,PPM TASK                                                    ,"5,921.86",1,5921.86,22473       ,ABM Technical Solutions Ltd   ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QZH/00007     ,26/06/2023,8210.82,13,RETROSPECTIVE QUOTE FOR CLEANI                              ,19.35,1,19.35,20793       ,"Mitie FM Limited,             ",HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QZH/00007     ,26/06/2023,8210.82,14,* QUOTE * - PLEASE CARRY OUT A                              ,212.85,1,212.85,20793       ,"Mitie FM Limited,             ",HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QZH/00007     ,26/06/2023,8210.82,15,VERMIN (SQUIRRELS AND MICE) AR                              ,260.49,1,260.49,20793       ,"Mitie FM Limited,             ",HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QZI/00002     ,30/05/2023,5525.8,1,PRIORITY: ESSENTIALTREE NUMBER                              ,"5,525.80",1,5525.8,20793       ,"Mitie FM Limited,             ",HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QZH/00007     ,26/06/2023,8210.82,7,DISUSED ROOM ON 4TH FLOOR LEFT                              ,162.81,1,162.81,20793       ,"Mitie FM Limited,             ",HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QZH/00007     ,26/06/2023,8210.82,8,* QUOTE * - CARPETS IN ALL ARE                              ,209.18,1,209.18,20793       ,"Mitie FM Limited,             ",HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QZH/00007     ,26/06/2023,8210.82,9,* QUOTE * - CARPET IN TV ROOM                               ,96.38,1,96.38,20793       ,"Mitie FM Limited,             ",HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QZH/00007     ,26/06/2023,8210.82,10,* QUOTE * - LFB:1480 SENT TO W                              ,77.58,1,77.58,20793       ,"Mitie FM Limited,             ",HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QZH/00007     ,26/06/2023,8210.82,11,* QUOTE * - AWAIT QUOTE - CARP                              ,115.18,1,115.18,20793       ,"Mitie FM Limited,             ",HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QZH/00007     ,26/06/2023,8210.82,12,* QUOTE * - WATCH ROOM AT STAT                              ,77.58,1,77.58,20793       ,"Mitie FM Limited,             ",HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QZH/00007     ,26/06/2023,8210.82,1,* QUOTE * - PROOFING                                        ,"1,652.27",1,1652.27,20793       ,"Mitie FM Limited,             ",HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QZH/00007     ,26/06/2023,8210.82,2,* QUOTE * - BIRD NETTING IN TH                              ,641.92,1,641.92,20793       ,"Mitie FM Limited,             ",HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QZH/00007     ,26/06/2023,8210.82,3,* QUOTE * - PLEASE CARRY PUT A                              ,189.72,1,189.72,20793       ,"Mitie FM Limited,             ",HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QZH/00007     ,26/06/2023,8210.82,4,* QUOTE * - QUOTE FOR REMOVAL                               ,271.00,1,271,20793       ,"Mitie FM Limited,             ",HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QZH/00007     ,26/06/2023,8210.82,5,* QUOTE * - THE CARPET REQUIRE                              ,96.38,1,96.38,20793       ,"Mitie FM Limited,             ",HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QZH/00007     ,26/06/2023,8210.82,6,RENTOKIL BIRD POINT SYSTEM INS                              ,"4,128.13",1,4128.13,20793       ,"Mitie FM Limited,             ",HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QZH/00003     ,17/05/2023,6963.09,9,* QUOTE * - CLEANING                                        ,116.10,1,116.1,20793       ,"Mitie FM Limited,             ",HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QZH/00003     ,17/05/2023,6963.09,10,* QUOTE * - QUOTE FOR CLEANING                              ,57.65,1,57.65,20793       ,"Mitie FM Limited,             ",HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QZH/00003     ,17/05/2023,6963.09,11,* QUOTE * GYM REQUIRES DEEP CL                              ,87.08,1,87.08,20793       ,"Mitie FM Limited,             ",HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QZH/00003     ,17/05/2023,6963.09,12,* QUOTE * - SMALL ELECTRICAL F                              ,48.40,1,48.4,20793       ,"Mitie FM Limited,             ",HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QZH/00003     ,17/05/2023,6963.09,13,* QUOTE * - URGENT CLEAN REQUI                              ,196.76,1,196.76,20793       ,"Mitie FM Limited,             ",HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QZH/00003     ,17/05/2023,6963.09,14,QUOTE * - OVERGROWN VEGETATION                              ,179.66,1,179.66,20793       ,"Mitie FM Limited,             ",HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QZH/00003     ,17/05/2023,6963.09,3,* QUOTE * - CLEAN AND BIRD PRO                              ,715.86,1,715.86,20793       ,"Mitie FM Limited,             ",HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QZH/00003     ,17/05/2023,6963.09,4,* QUOTE * - PLEASE CARRY OUT A                              ,77.20,1,77.2,20793       ,"Mitie FM Limited,             ",HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QZH/00003     ,17/05/2023,6963.09,5,* QUOTE * - THERE IS AN ISSUE                               ,530.64,1,530.64,20793       ,"Mitie FM Limited,             ",HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QZH/00003     ,17/05/2023,6963.09,6,* QUOTE * - WHOLE ROOF AREA RE                              ,"3,207.29",1,3207.29,20793       ,"Mitie FM Limited,             ",HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QZH/00003     ,17/05/2023,6963.09,7,* QUOTE * - AFTER A DEEP CLEAN                              ,619.12,1,619.12,20793       ,"Mitie FM Limited,             ",HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QZH/00003     ,17/05/2023,6963.09,8,QUOTE * BAY CLEAN  - PIGEONS N                              ,165.00,1,165,20793       ,"Mitie FM Limited,             ",HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00012     ,05/06/2023,8370.37,38,RLFB00178511                                                ,112.75,1,112.75,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00012     ,05/06/2023,8370.37,39,RLFB0009955                                                 ,60.39,1,60.39,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00014     ,26/06/2023,9529.82,1,QUOTED VALUE.                                               ,"9,529.82",1,9529.82,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00015     ,26/06/2023,5791.75,1,QUOTED VALUE.                                               ,"5,791.75",1,5791.75,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QZH/00003     ,17/05/2023,6963.09,1,* QUOTE * - QUOTE FOR BIRD PRO                              ,504.11,1,504.11,20793       ,"Mitie FM Limited,             ",HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QZH/00003     ,17/05/2023,6963.09,2,* QUOTE * - THERE WILL BE AN L                              ,458.22,1,458.22,20793       ,"Mitie FM Limited,             ",HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00012     ,05/06/2023,8370.37,32,RLFB00144701                                                ,337.50,1,337.5,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00012     ,05/06/2023,8370.37,33,URGENT CALL OUT FEE                                         ,77.70,1,77.7,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00012     ,05/06/2023,8370.37,34,SUBCONTRACTOR                                               ,216.00,1,216,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00012     ,05/06/2023,8370.37,35,RLFB00203721                                                ,87.85,1,87.85,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00012     ,05/06/2023,8370.37,36,RLFB0005126                                                 ,99.00,1,99,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00012     ,05/06/2023,8370.37,37,URGENT CALL OUT FEE                                         ,82.36,1,82.36,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00012     ,05/06/2023,8370.37,26,RLFB0005126                                                 ,148.50,1,148.5,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00012     ,05/06/2023,8370.37,27,RLFB0009955                                                 ,50.79,1,50.79,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00012     ,05/06/2023,8370.37,28,RLFB0011628                                                 ,69.30,1,69.3,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00012     ,05/06/2023,8370.37,29,RLFB00125071                                                ,259.04,1,259.04,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00012     ,05/06/2023,8370.37,30,SUBCONTRACTOR                                               ,288.11,1,288.11,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
