Order Number,Order Date,Net Amount,Line Number,Part Description,Unit Cost,Order Quantity,Line Cost,Vendor ID,Vendor Name,Location Name
QSI/00012     ,05/06/2023,8370.37,31,RLFB0015138                                                 ,82.88,1,82.88,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00012     ,05/06/2023,8370.37,20,RLFB00197981                                                ,57.68,1,57.68,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00012     ,05/06/2023,8370.37,21,RLFB00211821                                                ,351.40,1,351.4,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00012     ,05/06/2023,8370.37,22,RLFB0022002                                                 ,72.56,1,72.56,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00012     ,05/06/2023,8370.37,23,QUOTED VALUE.                                               ,600.00,1,600,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00012     ,05/06/2023,8370.37,24,QUOTED VALUE.                                               ,688.41,1,688.41,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00012     ,05/06/2023,8370.37,25,QUOTED VALUE.                                               ,"2,172.21",1,2172.21,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00012     ,05/06/2023,8370.37,14,RLFB00178511                                                ,26.54,1,26.54,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00012     ,05/06/2023,8370.37,15,RLFB00176101                                                ,59.40,1,59.4,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00012     ,05/06/2023,8370.37,16,RLFB0019156                                                 ,62.49,1,62.49,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00012     ,05/06/2023,8370.37,17,URGENT CALL OUT FEE                                         ,82.36,1,82.36,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00012     ,05/06/2023,8370.37,18,RLFB00210311                                                ,87.85,1,87.85,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00012     ,05/06/2023,8370.37,19,RLFB00197941                                                ,114.59,1,114.59,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00012     ,05/06/2023,8370.37,8,RLFB00151401                                                ,121.23,1,121.23,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00012     ,05/06/2023,8370.37,9,RLFB0015138                                                 ,41.44,1,41.44,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00012     ,05/06/2023,8370.37,10,RLFB00144701                                                ,135.00,1,135,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00012     ,05/06/2023,8370.37,11,RLFB00165981                                                ,157.50,1,157.5,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00012     ,05/06/2023,8370.37,12,RLFB00174851                                                ,131.78,1,131.78,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00012     ,05/06/2023,8370.37,13,RLFB00165461                                                ,99.00,1,99,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00012     ,05/06/2023,8370.37,2,RLFB0009955                                                 ,14.51,1,14.51,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00012     ,05/06/2023,8370.37,3,RLFB0011628                                                 ,82.36,1,82.36,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00012     ,05/06/2023,8370.37,4,RLFB00143801                                                ,351.40,1,351.4,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00012     ,05/06/2023,8370.37,5,RLFB00125071                                                ,240.96,1,240.96,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00012     ,05/06/2023,8370.37,6,RLFB0014255                                                 ,424.21,1,424.21,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00012     ,05/06/2023,8370.37,7,RLFB00136661                                                ,14.85,1,14.85,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,86,T2944-25 T2944-25 CK WOODWORKI                              ,61.97,1,61.97,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,87,M4X12 POZI PAN BZP                                          ,2.25,1,2.25,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,88,GRAFT SILICONE                                              ,6.92,1,6.92,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,89,GRAFT SILICONE                                              ,4.89,1,4.89,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,90,RAWL BASIN OR BIDET FIXING KIT                              ,4.90,1,4.9,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00012     ,05/06/2023,8370.37,1,RLFB0005126                                                 ,208.47,1,208.47,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,80,CENTER CB555902 3A CERAMIC FUS                              ,1.52,1,1.52,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,81,STAINLESS STEEL SHEET 2000X100                              ,39.23,1,39.23,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,82,T49146 T49146 DEX SCREWDRIVER                               ,18.39,1,18.39,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,83,FLUIDMASTER PUSH BUTTON CABLE                               ,20.04,1,20.04,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,84,T2944-16 T2944-16 CK WOODWORKI                              ,20.92,1,20.92,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,85,ANGLO 3010993 BLACK MAMBA GLOV                              ,35.46,1,35.46,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,74,COUPLING KIT                                                ,4.76,1,4.76,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,75,T2944-16 CK FAST4 SDS DRILL BI                              ,5.36,1,5.36,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,76,LEGD SB50610 SQUARE PLATE M10                               ,0.29,1,0.29,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,77,FLUIDMASTER 3 8 INCH EURO BOTT                              ,34.82,1,34.82,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,78,STAINLESS STEEL SHEET 2000X100                              ,37.80,1,37.8,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,79,A2 STAINLESS STEEL FLAT WASHER                              ,0.27,1,0.27,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,68,MTRS OF STUDDING BZP M10 1M                                 ,3.12,1,3.12,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,69,AE560CC CLOSE COUPLING KIT                                  ,3.00,1,3,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,70,34 INCH F X F BRASS SOCKETS                                 ,9.82,1,9.82,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,71,RED PLUGS                                                   ,22.45,1,22.45,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,72,PLANT HIRE                                                  ,21.60,1,21.6,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,73,ZINC PLATED HEX NUTS M10 PACK                               ,1.59,1,1.59,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,62,INCEPTOR TRAP                                               ,129.60,1,129.6,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,63,GILBARCO TS1000 CONTROLLER BAC                              ,5.80,1,5.8,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,64,1030006023 800X550M X10 RUBBLE                              ,0.45,1,0.45,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,65,CHROME 15MM ANGLED TRV WITH AN                              ,36.86,1,36.86,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,66,SCREW TITE SCREWS 6 X 120MM                                 ,8.11,1,8.11,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,67,DISINFECTANT 5LTR                                           ,5.40,1,5.4,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,56,RLFB0019345                                                 ,301.92,1,301.92,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,57,M8 SPIRAL LINED DUCT CLIP                                   ,5.86,1,5.86,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,58,SUREGRAFT BLUE PAPER ROLL 2 PL                              ,94.82,1,94.82,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,59,ZVA POPPET VALVE BRASS INSERT                               ,15.11,1,15.11,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,60,RLFB0013396                                                 ,90.73,1,90.73,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,61,WAGO IP65 ABOX 110MM WITH 222                               ,31.28,1,31.28,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,50,RLFB0012983                                                 ,34.23,1,34.23,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,51,RLFB0013396                                                 ,70.56,1,70.56,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,52,DETECTOR BASE                                               ,129.31,1,129.31,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,53,RLFB0014357                                                 ,102.69,1,102.69,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,54,S9WL EXTRACT FAN                                            ,63.00,1,63,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,55,VENT AXIA BATHROOM EXTRACT 426                              ,53.99,1,53.99,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,44,RLFB0018334                                                 ,11.95,1,11.95,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,45,RLFB0017646                                                 ,100.30,1,100.3,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,46,RLFB0019345                                                 ,201.28,1,201.28,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,47,RLFB0017190                                                 ,79.68,1,79.68,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,48,SWIRL QUADRA MONO BASIN MIXER                               ,224.98,1,224.98,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,49,RLFB0011940                                                 ,66.30,1,66.3,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,38,RLFB0014585                                                 ,75.54,1,75.54,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,39,RLFB0014357                                                 ,11.30,1,11.3,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,40,RLFB0015408                                                 ,25.96,1,25.96,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,41,RLFB00169101                                                ,15.94,1,15.94,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,42,RLFB0017089                                                 ,62.49,1,62.49,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,43,SHOWER TRAP WHITE GRID                                      ,70.15,1,70.15,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,32,LINCAT FC04 FILTER CARTRIDGE -                              ,135.21,1,135.21,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,33,RLFB0012983                                                 ,51.35,1,51.35,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,34,RLFB0013983                                                 ,34.23,1,34.23,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,35,RLFB0014258                                                 ,39.84,1,39.84,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,36,RLFB0013396                                                 ,54.85,1,54.85,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,37,RLFB0014572                                                 ,47.86,1,47.86,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,26,QUOTED VALUE.                                               ,506.45,1,506.45,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,27,QUOTED VALUE.                                               ,600.00,1,600,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,28,QUOTED VALUE.                                               ,"2,294.56",1,2294.56,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,29,RLFB00100961                                                ,139.09,1,139.09,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,30,RLFB0012227                                                 ,18.83,1,18.83,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,31,RLFB0011940                                                 ,165.76,1,165.76,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,20,RLFB0018334                                                 ,99.60,1,99.6,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,21,RLFB0018517                                                 ,31.25,1,31.25,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,22,RLFB0017646                                                 ,68.46,1,68.46,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,23,RLFB0018600                                                 ,65.20,1,65.2,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,24,RLFB0019345                                                 ,50.30,1,50.3,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,25,RLFB0017190                                                 ,318.72,1,318.72,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,14,RLFB0015408                                                 ,55.64,1,55.64,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,15,RLFB00169101                                                ,79.68,1,79.68,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,16,RLFB0017089                                                 ,62.49,1,62.49,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,17,RLFB0017196                                                 ,34.23,1,34.23,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,18,RLFB0017932                                                 ,20.62,1,20.62,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,19,RLFB0017188                                                 ,331.52,1,331.52,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,8,RLFB0014258                                                 ,39.84,1,39.84,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,9,RLFB0013396                                                 ,237.18,1,237.18,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,10,RLFB0014572                                                 ,95.71,1,95.71,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,11,RLFB0014357                                                 ,136.92,1,136.92,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,12,RLFB0014503                                                 ,188.85,1,188.85,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,13,RLFB0014585                                                 ,18.89,1,18.89,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,2,RLFB0011940                                                 ,232.06,1,232.06,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,3,RLFB0012227                                                 ,75.31,1,75.31,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,4,RLFB0012586                                                 ,49.33,1,49.33,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,5,RLFB00132291                                                ,68.46,1,68.46,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,6,RLFB0012983                                                 ,154.04,1,154.04,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,7,RLFB0013983                                                 ,51.35,1,51.35,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00004     ,17/05/2023,9288.2,74,14 INCH F X F BRASS SOCKETS                                 ,12.90,1,12.9,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00004     ,17/05/2023,9288.2,75,DELIVERY                                                    ,34.56,1,34.56,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00004     ,17/05/2023,9288.2,76,NLP4032P NEWLEC B PLUG SCREWLE                              ,9.90,1,9.9,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00004     ,17/05/2023,9288.2,77,1016MM ALUMNINIUM SEALING TAPE                              ,8.51,1,8.51,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00004     ,17/05/2023,9288.2,78,PLANT HIRE                                                  ,301.00,1,301,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00009     ,17/05/2023,9159.18,1,RLFB00100961                                                ,18.54,1,18.54,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00004     ,17/05/2023,9288.2,68,FEMALE COUPLER 15MM X 0.5 INCH                              ,15.15,1,15.15,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00004     ,17/05/2023,9288.2,69,DANFOSS ROOM SENSOR MODBUS                                  ,89.38,1,89.38,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00004     ,17/05/2023,9288.2,70,SHIPPING SURCHARGE                                          ,16.41,1,16.41,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00004     ,17/05/2023,9288.2,71,RLFB0009296                                                 ,66.58,1,66.58,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00004     ,17/05/2023,9288.2,72,LCT LEVEL SENSOR INSULATOR                                  ,18.99,1,18.99,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00004     ,17/05/2023,9288.2,73,NLP4032P NEWLEC B PLUG SCREWLE                              ,5.92,1,5.92,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00004     ,17/05/2023,9288.2,62,RAWLPLUG RAWL 4 ALL MIX 200PK                               ,9.89,1,9.89,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00004     ,17/05/2023,9288.2,63,CHROME STOP END 22MM                                        ,4.49,1,4.49,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00004     ,17/05/2023,9288.2,64,RLFB0022032                                                 ,79.79,1,79.79,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00004     ,17/05/2023,9288.2,65,ENVIRONMENTAL DISPOSAL                                      ,20.52,1,20.52,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00004     ,17/05/2023,9288.2,66,RLFB0009296                                                 ,113.15,1,113.15,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00004     ,17/05/2023,9288.2,67,LOWER LEVEL SENSOR                                          ,15.96,1,15.96,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QSI/00004     ,17/05/2023,9288.2,56,DRY POWDER EXTINGUISHER 6KG                                 ,74.78,1,74.78,21438       ,SERVEST GROUP LIMITED         ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
