Order Number,Order Date,Net Amount,Line Number,Part Description,Unit Cost,Order Quantity,Line Cost,Vendor ID,Vendor Name,Location Name
QBF/00161     ,11/12/2023,7166.91,6,PPM TASK                                                    ,134.97,1,134.97,22473       ,ABM Technical Solutions Ltd   ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QBF/00161     ,11/12/2023,7166.91,7,PPM TASK                                                    ,135.23,1,135.23,22473       ,ABM Technical Solutions Ltd   ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,88,PPM TASK                                                    ,131.54,1,131.54,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,89,PPM TASK                                                    ,87.69,1,87.69,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,90,PPM TASK                                                    ,58.46,1,58.46,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,91,PPM TASK                                                    ,160.77,1,160.77,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAI/00466     ,09/10/2023,5008,1,COMPLETED QUOTED WORKS                                      ,"5,008.00",1,5008,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QBF/00161     ,11/12/2023,7166.91,1,PPM TASK                                                    ,203.97,1,203.97,22473       ,ABM Technical Solutions Ltd   ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,82,PPM TASK                                                    ,87.69,1,87.69,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,83,PPM TASK                                                    ,102.31,1,102.31,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,84,PPM TASK                                                    ,131.54,1,131.54,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,85,PPM TASK                                                    ,102.31,1,102.31,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,86,PPM TASK                                                    ,102.31,1,102.31,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,87,PPM TASK                                                    ,87.69,1,87.69,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,76,PPM TASK                                                    ,58.46,1,58.46,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,77,PPM TASK                                                    ,146.16,1,146.16,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,78,PPM TASK                                                    ,116.93,1,116.93,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,79,PPM TASK                                                    ,146.16,1,146.16,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,80,PPM TASK                                                    ,73.08,1,73.08,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,81,PPM TASK                                                    ,73.08,1,73.08,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,70,PPM TASK                                                    ,73.08,1,73.08,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,71,PPM TASK                                                    ,170.52,1,170.52,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,72,PPM TASK                                                    ,102.31,1,102.31,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,73,PPM TASK                                                    ,131.54,1,131.54,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,74,PPM TASK                                                    ,73.08,1,73.08,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,75,PPM TASK                                                    ,73.08,1,73.08,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,64,PPM TASK                                                    ,73.08,1,73.08,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,65,PPM TASK                                                    ,73.08,1,73.08,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,66,PPM TASK                                                    ,102.31,1,102.31,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,67,PPM TASK                                                    ,58.46,1,58.46,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,68,PPM TASK                                                    ,73.08,1,73.08,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,69,PPM TASK                                                    ,116.93,1,116.93,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,58,PPM TASK                                                    ,73.08,1,73.08,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,59,PPM TASK                                                    ,73.08,1,73.08,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,60,PPM TASK                                                    ,87.69,1,87.69,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,61,PPM TASK                                                    ,58.46,1,58.46,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,62,PPM TASK                                                    ,63.34,1,63.34,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,63,PPM TASK                                                    ,73.08,1,73.08,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,52,PPM TASK                                                    ,116.93,1,116.93,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,53,PPM TASK                                                    ,102.31,1,102.31,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,54,PPM TASK                                                    ,102.31,1,102.31,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,55,PPM TASK                                                    ,92.57,1,92.57,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,56,PPM TASK                                                    ,277.70,1,277.7,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,57,PPM TASK                                                    ,102.31,1,102.31,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,46,PPM TASK                                                    ,272.83,1,272.83,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,47,PPM TASK                                                    ,131.54,1,131.54,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,48,PPM TASK                                                    ,63.34,1,63.34,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,49,PPM TASK                                                    ,92.57,1,92.57,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,50,PPM TASK                                                    ,131.54,1,131.54,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,51,PPM TASK                                                    ,73.08,1,73.08,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,40,PPM TASK                                                    ,146.16,1,146.16,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,41,PPM TASK                                                    ,87.69,1,87.69,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,42,PPM TASK                                                    ,102.31,1,102.31,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,43,PPM TASK                                                    ,73.08,1,73.08,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,44,PPM TASK                                                    ,73.08,1,73.08,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,45,PPM TASK                                                    ,73.08,1,73.08,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,34,PPM TASK                                                    ,102.31,1,102.31,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,35,PPM TASK                                                    ,73.08,1,73.08,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,36,PPM TASK                                                    ,87.69,1,87.69,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,37,PPM TASK                                                    ,131.54,1,131.54,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,38,PPM TASK                                                    ,58.46,1,58.46,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,39,PPM TASK                                                    ,102.31,1,102.31,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,28,PPM TASK                                                    ,73.08,1,73.08,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,29,PPM TASK                                                    ,43.85,1,43.85,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,30,PPM TASK                                                    ,102.31,1,102.31,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,31,PPM TASK                                                    ,170.52,1,170.52,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,32,PPM TASK                                                    ,190.01,1,190.01,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,33,PPM TASK                                                    ,116.93,1,116.93,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,22,PPM TASK                                                    ,73.08,1,73.08,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,23,PPM TASK                                                    ,160.77,1,160.77,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,24,PPM TASK                                                    ,131.54,1,131.54,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,25,PPM TASK                                                    ,102.31,1,102.31,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,26,PPM TASK                                                    ,29.23,1,29.23,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,27,PPM TASK                                                    ,87.69,1,87.69,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,16,PPM TASK                                                    ,131.54,1,131.54,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,17,PPM TASK                                                    ,102.31,1,102.31,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,18,PPM TASK                                                    ,190.01,1,190.01,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,19,PPM TASK                                                    ,131.54,1,131.54,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,20,PPM TASK                                                    ,73.08,1,73.08,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,21,PPM TASK                                                    ,160.77,1,160.77,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,10,PPM TASK                                                    ,58.46,1,58.46,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,11,PPM TASK                                                    ,73.08,1,73.08,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,12,PPM TASK                                                    ,102.31,1,102.31,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,13,PPM TASK                                                    ,73.08,1,73.08,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,14,PPM TASK                                                    ,43.85,1,43.85,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,15,PPM TASK                                                    ,116.93,1,116.93,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,4,PPM TASK                                                    ,73.08,1,73.08,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,5,PPM TASK                                                    ,102.31,1,102.31,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,6,PPM TASK                                                    ,73.08,1,73.08,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,7,PPM TASK                                                    ,58.46,1,58.46,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,8,PPM TASK                                                    ,43.85,1,43.85,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,9,PPM TASK                                                    ,73.08,1,73.08,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,95,PPM TASK                                                    ,135.00,1,135,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,96,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,97,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,1,PPM TASK                                                    ,160.77,1,160.77,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,2,PPM TASK                                                    ,131.54,1,131.54,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00023     ,27/12/2023,9198.19,3,PPM TASK                                                    ,58.46,1,58.46,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,89,PPM TASK                                                    ,135.00,1,135,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,90,PPM TASK                                                    ,150.00,1,150,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,91,PPM TASK                                                    ,60.00,1,60,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,92,PPM TASK                                                    ,175.00,1,175,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,93,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,94,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,83,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,84,PPM TASK                                                    ,150.00,1,150,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,85,PPM TASK                                                    ,165.00,1,165,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,86,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,87,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,88,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,77,PPM TASK                                                    ,95.00,1,95,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,78,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,79,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,80,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,81,PPM TASK                                                    ,90.00,1,90,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,82,PPM TASK                                                    ,60.00,1,60,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,71,PPM TASK                                                    ,90.00,1,90,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,72,PPM TASK                                                    ,135.00,1,135,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,73,PPM TASK                                                    ,120.00,1,120,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,74,PPM TASK                                                    ,15.00,1,15,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,75,PPM TASK                                                    ,90.00,1,90,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,76,PPM TASK                                                    ,45.00,1,45,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,65,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,66,PPM TASK                                                    ,60.00,1,60,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,67,PPM TASK                                                    ,120.00,1,120,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,68,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,69,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,70,PPM TASK                                                    ,90.00,1,90,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,59,PPM TASK                                                    ,135.00,1,135,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,60,PPM TASK                                                    ,135.00,1,135,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,61,PPM TASK                                                    ,90.00,1,90,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,62,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,63,PPM TASK                                                    ,120.00,1,120,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,64,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,53,PPM TASK                                                    ,60.00,1,60,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,54,PPM TASK                                                    ,60.00,1,60,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,55,PPM TASK                                                    ,95.00,1,95,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,56,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,57,PPM TASK                                                    ,195.00,1,195,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,58,PPM TASK                                                    ,135.00,1,135,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,47,PPM TASK                                                    ,175.00,1,175,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,48,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,49,PPM TASK                                                    ,65.00,1,65,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,50,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,51,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,52,PPM TASK                                                    ,105.00,1,105,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,41,PPM TASK                                                    ,120.00,1,120,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,42,PPM TASK                                                    ,65.00,1,65,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,43,PPM TASK                                                    ,75.00,1,75,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,44,PPM TASK                                                    ,280.00,1,280,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,45,PPM TASK                                                    ,120.00,1,120,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
QAH/00021     ,11/12/2023,9880,46,PPM TASK                                                    ,150.00,1,150,22442       ,CODE BLUE                     ,HQ COMPLEX - PROPERTY RELATED ORDERS ONLY                   
